name,split,score,sharpe,total_return_pct,max_drawdown_pct,num_trades,win_rate_pct,profit_factor,annual_turnover,backtest_seconds,fee_rate,slippage_bps,processed_bars,total_bars,processed_bars_pct,status,error
current_strategy,val,17.531507595693377,17.540930126581728,81.84792485674718,0.34770942529151916,7528,75.16483516483517,8.853259514740492,50942253.08883525,71.30385828018188,0.0005,1.0,6552,6552,100.0,full-horizon,
momentum_breakout,val,0.5727074354860606,0.5727074354860606,2.9973229411554345,4.522382682363615,393,43.36734693877551,1.2228111917118314,5330182.9920967845,32.62189793586731,0.0005,1.0,6552,6552,100.0,full-horizon,
funding_arb,val,-0.0626438719255598,-0.0626438719255598,-0.3803135656274244,7.159880671449435,917,23.076923076923077,0.9561175490610453,705620.2091097418,38.80215501785278,0.0005,1.0,6552,6552,100.0,full-horizon,
regime_mm,val,-0.3208569222578979,-0.3208569222578979,-3.129256962733634,11.16628941378496,12854,2.2556390977443606,0.005460505081009848,9647382.191881875,41.61918544769287,0.0005,1.0,6552,6552,100.0,full-horizon,
avellaneda_mm,val,-2.3005304314344497,-2.3005304314344497,-8.736199533491467,8.887255965161268,2858,60.881735479356195,0.9640183340219137,18056497.025727764,39.01718997955322,0.0005,1.0,6552,6552,100.0,full-horizon,
mean_reversion,val,-3.9668374600640957,-3.3816985911236586,-26.16454201925309,26.702777378808744,3185,63.04619225967541,0.749765446756329,19248584.848295078,35.64995265007019,0.0005,1.0,6552,6552,100.0,full-horizon,
